event_id,timestamp,type,container_id,size,weight_class,vessel_id,port_of_discharge,departure_time
854,2025-01-02 10:51:34,LOAD,EVT0007840,20,HEAVY,VSL003,PORT_01,2025-01-21 12:01:12
855,2025-01-02 10:51:39,DISCHARGE,EVT0000622,20,MEDIUM,VSL005,PORT_01,2025-01-03 10:54:26
856,2025-01-02 10:52:50,LOAD,EVT0000810,20,HEAVY,VSL003,PORT_01,2025-01-11 21:42:53
857,2025-01-02 10:53:03,DISCHARGE,EVT0000623,20,MEDIUM,VSL005,PORT_01,2025-01-03 10:54:26
858,2025-01-02 10:53:54,DISCHARGE,EVT0000624,20,HEAVY,VSL005,PORT_06,2025-01-03 10:54:26
859,2025-01-02 10:54:04,LOAD,EVT0005279,20,HEAVY,VSL003,PORT_01,2025-01-11 21:42:53
860,2025-01-02 10:55:06,LOAD,EVT0000244,20,HEAVY,VSL003,PORT_01,2025-01-02 20:27:12
861,2025-01-02 10:55:17,DISCHARGE,EVT0000625,20,MEDIUM,VSL005,PORT_10,2025-01-03 10:54:26
862,2025-01-02 10:56:21,LOAD,EVT0004903,20,HEAVY,VSL003,PORT_01,2025-01-11 21:42:53
863,2025-01-02 10:56:55,DISCHARGE,EVT0000626,20,HEAVY,VSL006,PORT_11,2025-01-17 04:45:45
864,2025-01-02 10:57:21,LOAD,EVT0005220,20,HEAVY,VSL003,PORT_01,2025-01-11 21:42:53
865,2025-01-02 10:57:58,DISCHARGE,EVT0000627,20,MEDIUM,VSL005,PORT_10,2025-01-03 10:54:26
866,2025-01-02 10:58:37,LOAD,TRK0001099,20,HEAVY,VSL003,PORT_01,2025-01-21 12:01:12
867,2025-01-02 10:59:32,DISCHARGE,EVT0000628,20,HEAVY,VSL005,PORT_02,2025-01-03 10:54:26
868,2025-01-02 10:59:43,TRUCK_DLVR,CONT0004474,20,LIGHT,VSL003,PORT_01,2025-01-02 20:27:12
869,2025-01-02 10:59:45,LOAD,EVT0005149,20,HEAVY,VSL003,PORT_01,2025-01-11 21:42:53
870,2025-01-02 11:00:51,LOAD,CONT0002189,20,HEAVY,VSL003,PORT_01,2025-01-02 20:27:12
871,2025-01-02 11:01:12,TRUCK_RECV,TRK0000718,20,MEDIUM,VSL002,PORT_07,2025-01-05 15:50:02
872,2025-01-02 11:01:19,DISCHARGE,EVT0000629,20,MEDIUM,VSL005,PORT_02,2025-01-03 10:54:26
873,2025-01-02 11:01:51,LOAD,EVT0002678,20,HEAVY,VSL003,PORT_01,2025-01-21 12:01:12
874,2025-01-02 11:02:32,DISCHARGE,EVT0000630,20,MEDIUM,VSL005,PORT_01,2025-01-03 10:54:26
875,2025-01-02 11:03:10,LOAD,CONT0001690,20,HEAVY,VSL003,PORT_01,2025-01-21 12:01:12
876,2025-01-02 11:03:52,DISCHARGE,EVT0000631,20,MEDIUM,VSL005,PORT_01,2025-01-03 10:54:26
877,2025-01-02 11:03:59,LOAD,EVT0000212,20,HEAVY,VSL003,PORT_01,2025-01-02 20:27:12
878,2025-01-02 11:04:57,TRUCK_RECV,TRK0001924,20,MEDIUM,VSL006,PORT_04,2025-01-06 15:34:45
879,2025-01-02 11:05:10,LOAD,EVT0000055,20,HEAVY,VSL003,PORT_01,2025-01-02 20:27:12
880,2025-01-02 11:05:12,DISCHARGE,EVT0000632,20,MEDIUM,VSL005,PORT_02,2025-01-03 10:54:26
881,2025-01-02 11:06:11,DISCHARGE,EVT0000633,20,MEDIUM,VSL005,PORT_01,2025-01-03 10:54:26
882,2025-01-02 11:06:22,LOAD,EVT0004915,20,HEAVY,VSL003,PORT_01,2025-01-11 21:42:53
883,2025-01-02 11:07:24,LOAD,EVT0000336,20,HEAVY,VSL003,PORT_01,2025-01-02 20:27:12
884,2025-01-02 11:07:52,DISCHARGE,EVT0000634,20,MEDIUM,VSL005,PORT_06,2025-01-03 10:54:26
885,2025-01-02 11:08:33,LOAD,EVT0000116,20,HEAVY,VSL003,PORT_01,2025-01-02 20:27:12
886,2025-01-02 11:09:23,DISCHARGE,EVT0000635,20,MEDIUM,VSL005,PORT_10,2025-01-03 10:54:26
887,2025-01-02 11:09:47,LOAD,EVT0007238,20,HEAVY,VSL003,PORT_01,2025-01-21 12:01:12
888,2025-01-02 11:10:17,DISCHARGE,EVT0000636,20,MEDIUM,VSL005,PORT_02,2025-01-03 10:54:26
889,2025-01-02 11:11:06,LOAD,EVT0005160,20,HEAVY,VSL003,PORT_01,2025-01-11 21:42:53
890,2025-01-02 11:11:50,DISCHARGE,EVT0000637,20,MEDIUM,VSL005,PORT_02,2025-01-03 10:54:26
891,2025-01-02 11:12:04,LOAD,EVT0007653,20,HEAVY,VSL003,PORT_01,2025-01-21 12:01:12
892,2025-01-02 11:13:16,LOAD,TRK0002380,20,HEAVY,VSL003,PORT_01,2025-01-11 21:42:53
893,2025-01-02 11:13:39,DISCHARGE,EVT0000638,20,MEDIUM,VSL005,PORT_06,2025-01-03 10:54:26
894,2025-01-02 11:14:27,LOAD,EVT0004973,20,HEAVY,VSL003,PORT_01,2025-01-11 21:42:53
895,2025-01-02 11:14:46,DISCHARGE,EVT0000639,20,LIGHT,VSL005,PORT_01,2025-01-03 10:54:26
896,2025-01-02 11:14:56,TRUCK_RECV,TRK0000092,20,MEDIUM,VSL007,PORT_04,2025-01-06 23:03:27
897,2025-01-02 11:15:23,LOAD,TRK0000816,20,HEAVY,VSL003,PORT_01,2025-01-21 12:01:12
898,2025-01-02 11:15:40,TRUCK_RECV,TRK0000134,20,MEDIUM,VSL008,PORT_04,2025-01-07 05:39:54
899,2025-01-02 11:16:19,DISCHARGE,EVT0000640,20,MEDIUM,VSL005,PORT_10,2025-01-03 10:54:26
900,2025-01-02 11:16:41,LOAD,TRK0000605,20,HEAVY,VSL003,PORT_01,2025-01-11 21:42:53
901,2025-01-02 11:17:07,TRUCK_DLVR,CONT0001187,20,MEDIUM,VSL020,PORT_05,2025-01-12 23:39:58
902,2025-01-02 11:17:33,DISCHARGE,EVT0000641,20,MEDIUM,VSL005,PORT_02,2025-01-03 10:54:26
903,2025-01-02 11:17:39,LOAD,EVT0005196,20,HEAVY,VSL003,PORT_01,2025-01-11 21:42:53
904,2025-01-02 11:19:00,LOAD,EVT0007952,20,HEAVY,VSL003,PORT_01,2025-01-21 12:01:12
905,2025-01-02 11:19:12,DISCHARGE,EVT0000642,20,MEDIUM,VSL005,PORT_01,2025-01-03 10:54:26
906,2025-01-02 11:19:51,TRUCK_RECV,TRK0000944,20,LIGHT,VSL006,PORT_06,2025-01-06 15:34:45
907,2025-01-02 11:19:57,LOAD,EVT0005305,20,HEAVY,VSL003,PORT_01,2025-01-11 21:42:53
908,2025-01-02 11:20:06,DISCHARGE,EVT0000643,20,HEAVY,VSL005,PORT_10,2025-01-03 10:54:26
909,2025-01-02 11:21:00,LOAD,EVT0001051,20,MEDIUM,VSL003,PORT_01,2025-01-11 21:42:53
910,2025-01-02 11:21:48,DISCHARGE,EVT0000644,20,LIGHT,VSL005,PORT_02,2025-01-03 10:54:26
911,2025-01-02 11:22:22,LOAD,EVT0007564,20,MEDIUM,VSL003,PORT_01,2025-01-21 12:01:12
912,2025-01-02 11:22:28,TRUCK_DLVR,CONT0002486,20,MEDIUM,VSL015,PORT_02,2025-01-25 16:32:29
913,2025-01-02 11:23:13,DISCHARGE,EVT0000645,20,MEDIUM,VSL005,PORT_02,2025-01-03 10:54:26
914,2025-01-02 11:23:15,LOAD,EVT0007658,20,MEDIUM,VSL003,PORT_01,2025-01-21 12:01:12
915,2025-01-02 11:24:15,DISCHARGE,EVT0000646,20,HEAVY,VSL005,PORT_03,2025-01-03 10:54:26
916,2025-01-02 11:24:35,LOAD,EVT0004189,20,MEDIUM,VSL003,PORT_01,2025-01-11 21:42:53
917,2025-01-02 11:25:34,LOAD,EVT0005324,20,MEDIUM,VSL003,PORT_01,2025-01-11 21:42:53
918,2025-01-02 11:25:38,DISCHARGE,EVT0000647,20,MEDIUM,VSL001,PORT_03,2025-01-05 16:25:49
919,2025-01-02 11:26:41,LOAD,EVT0007805,20,MEDIUM,VSL003,PORT_01,2025-01-21 12:01:12
920,2025-01-02 11:27:04,TRUCK_RECV,TRK0001948,20,HEAVY,VSL005,PORT_03,2025-01-03 10:54:26
921,2025-01-02 11:27:11,DISCHARGE,EVT0000648,20,MEDIUM,VSL005,PORT_01,2025-01-03 10:54:26
922,2025-01-02 11:27:49,TRUCK_RECV,TRK0001920,20,LIGHT,VSL005,PORT_02,2025-01-03 10:54:26
923,2025-01-02 11:28:02,LOAD,CONT0001217,20,MEDIUM,VSL003,PORT_01,2025-01-11 21:42:53
924,2025-01-02 11:28:49,DISCHARGE,EVT0000649,20,LIGHT,VSL005,PORT_02,2025-01-03 10:54:26
925,2025-01-02 11:29:03,LOAD,TRK0001047,20,MEDIUM,VSL003,PORT_01,2025-01-21 12:01:12
926,2025-01-02 11:30:03,LOAD,CONT0002152,20,MEDIUM,VSL003,PORT_01,2025-01-02 20:27:12
927,2025-01-02 11:30:04,TRUCK_RECV,TRK0002107,20,MEDIUM,VSL004,PORT_12,2025-01-06 00:20:47
928,2025-01-02 11:30:08,DISCHARGE,EVT0000650,20,MEDIUM,VSL005,PORT_01,2025-01-03 10:54:26
929,2025-01-02 11:31:02,DISCHARGE,EVT0000651,20,MEDIUM,VSL004,PORT_07,2025-01-06 00:20:47
930,2025-01-02 11:31:24,LOAD,EVT0005162,20,MEDIUM,VSL003,PORT_01,2025-01-11 21:42:53
931,2025-01-02 11:32:31,LOAD,EVT0007803,20,MEDIUM,VSL003,PORT_01,2025-01-21 12:01:12
932,2025-01-02 11:32:51,DISCHARGE,EVT0000652,20,HEAVY,VSL005,PORT_10,2025-01-03 10:54:26
933,2025-01-02 11:33:30,LOAD,EVT0000167,20,MEDIUM,VSL003,PORT_01,2025-01-02 20:27:12
934,2025-01-02 11:33:41,DISCHARGE,EVT0000653,20,MEDIUM,VSL005,PORT_01,2025-01-03 10:54:26
935,2025-01-02 11:34:37,LOAD,EVT0005197,20,MEDIUM,VSL003,PORT_01,2025-01-11 21:42:53
936,2025-01-02 11:35:18,DISCHARGE,EVT0000654,20,MEDIUM,VSL011,PORT_06,2025-01-11 05:41:01
937,2025-01-02 11:35:42,TRUCK_RECV,TRK0002176,20,MEDIUM,VSL012,PORT_04,2025-01-04 06:56:35
938,2025-01-02 11:35:43,LOAD,EVT0000077,20,MEDIUM,VSL003,PORT_01,2025-01-02 20:27:12
939,2025-01-02 11:36:44,DISCHARGE,EVT0000655,20,MEDIUM,VSL005,PORT_02,2025-01-03 10:54:26
940,2025-01-02 11:36:57,LOAD,CONT0003780,20,MEDIUM,VSL003,PORT_01,2025-01-11 21:42:53
941,2025-01-02 11:37:18,TRUCK_RECV,TRK0000924,20,LIGHT,VSL008,PORT_03,2025-01-07 05:39:54
942,2025-01-02 11:38:05,LOAD,TRK0001232,20,MEDIUM,VSL003,PORT_01,2025-01-21 12:01:12
943,2025-01-02 11:38:25,DISCHARGE,EVT0000656,20,MEDIUM,VSL002,PORT_07,2025-01-05 15:50:02
944,2025-01-02 11:39:14,DISCHARGE,EVT0000657,20,LIGHT,VSL005,PORT_02,2025-01-03 10:54:26
945,2025-01-02 11:39:26,LOAD,EVT0000141,20,MEDIUM,VSL003,PORT_01,2025-01-02 20:27:12
946,2025-01-02 11:40:30,LOAD,EVT0004979,20,MEDIUM,VSL003,PORT_01,2025-01-11 21:42:53
947,2025-01-02 11:40:56,DISCHARGE,EVT0000658,20,MEDIUM,VSL005,PORT_06,2025-01-03 10:54:26
948,2025-01-02 11:41:31,LOAD,EVT0006612,20,MEDIUM,VSL003,PORT_01,2025-01-21 12:01:12
949,2025-01-02 11:42:17,DISCHARGE,EVT0000659,20,MEDIUM,VSL005,PORT_06,2025-01-03 10:54:26
950,2025-01-02 11:42:45,LOAD,TRK0002165,20,MEDIUM,VSL003,PORT_01,2025-01-21 12:01:12
951,2025-01-02 11:43:20,DISCHARGE,EVT0000660,20,MEDIUM,VSL005,PORT_03,2025-01-03 10:54:26
952,2025-01-02 11:43:55,LOAD,EVT0003920,20,MEDIUM,VSL003,PORT_01,2025-01-11 21:42:53
953,2025-01-02 11:45:01,LOAD,EVT0000243,20,MEDIUM,VSL003,PORT_01,2025-01-02 20:27:12
954,2025-01-02 11:45:14,DISCHARGE,EVT0000661,20,MEDIUM,VSL003,PORT_01,2025-01-21 12:01:12
955,2025-01-02 11:46:01,LOAD,EVT0007700,20,MEDIUM,VSL003,PORT_01,2025-01-21 12:01:12
956,2025-01-02 11:46:18,DISCHARGE,EVT0000662,20,MEDIUM,VSL005,PORT_01,2025-01-03 10:54:26
957,2025-01-02 11:47:19,LOAD,EVT0007518,20,MEDIUM,VSL003,PORT_01,2025-01-21 12:01:12
958,2025-01-02 11:47:41,DISCHARGE,EVT0000663,20,MEDIUM,VSL013,PORT_11,2025-01-08 04:41:04
959,2025-01-02 11:48:15,LOAD,CONT0004052,20,MEDIUM,VSL003,PORT_01,2025-01-02 20:27:12
960,2025-01-02 11:48:47,DISCHARGE,EVT0000664,20,HEAVY,VSL005,PORT_02,2025-01-03 10:54:26
961,2025-01-02 11:49:19,LOAD,EVT0007833,20,MEDIUM,VSL003,PORT_01,2025-01-21 12:01:12
962,2025-01-02 11:50:28,LOAD,EVT0007743,20,MEDIUM,VSL003,PORT_01,2025-01-21 12:01:12
963,2025-01-02 11:50:45,DISCHARGE,EVT0000665,20,MEDIUM,VSL005,PORT_03,2025-01-03 10:54:26
964,2025-01-02 11:51:10,TRUCK_DLVR,CONT0003648,20,MEDIUM,VSL007,PORT_05,2025-01-06 23:03:27
965,2025-01-02 11:51:39,LOAD,EVT0003149,20,MEDIUM,VSL003,PORT_01,2025-01-11 21:42:53
966,2025-01-02 11:52:09,DISCHARGE,EVT0000666,20,LIGHT,VSL007,PORT_02,2025-01-06 23:03:27
967,2025-01-02 11:52:58,LOAD,CONT0004539,20,MEDIUM,VSL003,PORT_01,2025-01-02 20:27:12
968,2025-01-02 11:53:30,DISCHARGE,EVT0000667,20,LIGHT,VSL002,PORT_01,2025-01-05 15:50:02
969,2025-01-02 11:54:09,LOAD,EVT0005328,20,MEDIUM,VSL003,PORT_01,2025-01-11 21:42:53
970,2025-01-02 11:54:33,DISCHARGE,EVT0000668,20,LIGHT,VSL005,PORT_01,2025-01-03 10:54:26
971,2025-01-02 11:55:18,LOAD,CONT0000259,20,MEDIUM,VSL003,PORT_01,2025-01-11 21:42:53
972,2025-01-02 11:56:05,DISCHARGE,EVT0000669,20,HEAVY,VSL005,PORT_06,2025-01-03 10:54:26
973,2025-01-02 11:56:09,LOAD,EVT0007771,20,MEDIUM,VSL003,PORT_01,2025-01-21 12:01:12
974,2025-01-02 11:57:27,LOAD,EVT0004959,20,MEDIUM,VSL003,PORT_01,2025-01-11 21:42:53
975,2025-01-02 11:57:28,DISCHARGE,EVT0000670,20,HEAVY,VSL005,PORT_02,2025-01-03 10:54:26
976,2025-01-02 11:57:52,TRUCK_RECV,TRK0000728,20,MEDIUM,VSL004,PORT_12,2025-01-06 00:20:47
977,2025-01-02 11:58:30,DISCHARGE,EVT0000671,20,LIGHT,VSL013,PORT_02,2025-01-08 04:41:04
978,2025-01-02 11:58:40,LOAD,CONT0003768,20,MEDIUM,VSL003,PORT_01,2025-01-21 12:01:12
979,2025-01-02 11:59:46,LOAD,TRK0000580,20,MEDIUM,VSL003,PORT_01,2025-01-11 21:42:53
980,2025-01-02 12:00:10,DISCHARGE,EVT0000672,20,LIGHT,VSL016,PORT_06,2025-01-19 12:11:28
981,2025-01-02 12:00:52,LOAD,EVT0007403,20,MEDIUM,VSL003,PORT_01,2025-01-21 12:01:12
982,2025-01-02 12:01:30,DISCHARGE,EVT0000673,20,MEDIUM,VSL005,PORT_01,2025-01-03 10:54:26
983,2025-01-02 12:01:30,TRUCK_DLVR,CONT0001137,20,MEDIUM,VSL019,PORT_04,2025-01-11 20:00:14
984,2025-01-02 12:01:56,LOAD,TRK0000836,20,MEDIUM,VSL003,PORT_01,2025-01-02 20:27:12
985,2025-01-02 12:02:39,DISCHARGE,EVT0000674,20,LIGHT,VSL005,PORT_01,2025-01-03 10:54:26
986,2025-01-02 12:03:01,LOAD,EVT0007868,20,MEDIUM,VSL003,PORT_01,2025-01-21 12:01:12
987,2025-01-02 12:04:08,LOAD,EVT0005210,20,MEDIUM,VSL003,PORT_01,2025-01-11 21:42:53
988,2025-01-02 12:04:35,DISCHARGE,EVT0000675,20,LIGHT,VSL005,PORT_06,2025-01-03 10:54:26
989,2025-01-02 12:05:25,LOAD,EVT0007677,20,MEDIUM,VSL003,PORT_01,2025-01-21 12:01:12
990,2025-01-02 12:05:53,DISCHARGE,EVT0000676,20,HEAVY,VSL005,PORT_06,2025-01-03 10:54:26
991,2025-01-02 12:06:22,LOAD,EVT0007852,20,MEDIUM,VSL003,PORT_01,2025-01-21 12:01:12
992,2025-01-02 12:07:09,DISCHARGE,EVT0000677,20,HEAVY,VSL005,PORT_06,2025-01-03 10:54:26
993,2025-01-02 12:07:33,LOAD,EVT0001963,20,MEDIUM,VSL003,PORT_01,2025-01-21 12:01:12
994,2025-01-02 12:08:12,DISCHARGE,EVT0000678,20,HEAVY,VSL005,PORT_03,2025-01-03 10:54:26
995,2025-01-02 12:08:50,LOAD,EVT0004930,20,MEDIUM,VSL003,PORT_01,2025-01-11 21:42:53
996,2025-01-02 12:09:49,DISCHARGE,EVT0000679,20,HEAVY,VSL005,PORT_10,2025-01-03 10:54:26
997,2025-01-02 12:09:55,LOAD,EVT0004815,20,MEDIUM,VSL003,PORT_01,2025-01-11 21:42:53
998,2025-01-02 12:10:53,LOAD,EVT0000074,20,MEDIUM,VSL003,PORT_01,2025-01-02 20:27:12
999,2025-01-02 12:11:27,DISCHARGE,EVT0000680,20,MEDIUM,VSL005,PORT_01,2025-01-03 10:54:26
1000,2025-01-02 12:12:15,LOAD,EVT0004917,20,MEDIUM,VSL003,PORT_01,2025-01-11 21:42:53
1001,2025-01-02 12:12:50,DISCHARGE,EVT0000681,20,MEDIUM,VSL005,PORT_01,2025-01-03 10:54:26
1002,2025-01-02 12:13:14,LOAD,EVT0007829,20,MEDIUM,VSL003,PORT_01,2025-01-21 12:01:12
1003,2025-01-02 12:14:12,DISCHARGE,EVT0000682,20,MEDIUM,VSL005,PORT_10,2025-01-03 10:54:26
1004,2025-01-02 12:14:22,LOAD,TRK0001474,20,MEDIUM,VSL003,PORT_01,2025-01-21 12:01:12
1005,2025-01-02 12:15:12,DISCHARGE,EVT0000683,20,MEDIUM,VSL005,PORT_03,2025-01-03 10:54:26
1006,2025-01-02 12:15:30,LOAD,EVT0007929,20,MEDIUM,VSL003,PORT_01,2025-01-21 12:01:12
1007,2025-01-02 12:15:53,TRUCK_RECV,TRK0001642,20,MEDIUM,VSL012,PORT_04,2025-01-04 06:56:35
1008,2025-01-02 12:16:34,LOAD,EVT0005248,20,MEDIUM,VSL003,PORT_01,2025-01-11 21:42:53
1009,2025-01-02 12:16:35,DISCHARGE,EVT0000684,20,LIGHT,VSL007,PORT_02,2025-01-06 23:03:27
1010,2025-01-02 12:16:48,TRUCK_DLVR,CONT0000962,20,LIGHT,VSL007,PORT_02,2025-01-25 00:31:55
1011,2025-01-02 12:17:40,LOAD,CONT0001680,20,MEDIUM,VSL003,PORT_01,2025-01-21 12:01:12
1012,2025-01-02 12:18:11,DISCHARGE,EVT0000685,20,MEDIUM,VSL005,PORT_06,2025-01-03 10:54:26
1013,2025-01-02 12:18:47,LOAD,EVT0005651,20,MEDIUM,VSL003,PORT_01,2025-01-21 12:01:12
1014,2025-01-02 12:19:44,DISCHARGE,EVT0000686,20,LIGHT,VSL005,PORT_06,2025-01-03 10:54:26
1015,2025-01-02 12:20:05,LOAD,EVT0007634,20,MEDIUM,VSL003,PORT_01,2025-01-21 12:01:12
1016,2025-01-02 12:20:44,DISCHARGE,EVT0000687,20,HEAVY,VSL005,PORT_03,2025-01-03 10:54:26
1017,2025-01-02 12:21:20,LOAD,EVT0000100,20,MEDIUM,VSL003,PORT_01,2025-01-02 20:27:12
1018,2025-01-02 12:22:11,DISCHARGE,EVT0000688,20,MEDIUM,VSL002,PORT_01,2025-01-05 15:50:02
1019,2025-01-02 12:22:17,LOAD,EVT0004935,20,MEDIUM,VSL003,PORT_01,2025-01-11 21:42:53
1020,2025-01-02 12:22:52,TRUCK_DLVR,CONT0000778,20,LIGHT,VSL004,PORT_09,2025-01-19 22:26:36
1021,2025-01-02 12:23:19,LOAD,EVT0005125,20,MEDIUM,VSL003,PORT_01,2025-01-11 21:42:53
1022,2025-01-02 12:23:39,DISCHARGE,EVT0000689,20,LIGHT,VSL013,PORT_02,2025-01-08 04:41:04
1023,2025-01-02 12:24:44,LOAD,CONT0002117,20,MEDIUM,VSL003,PORT_01,2025-01-21 12:01:12
1024,2025-01-02 12:24:59,DISCHARGE,EVT0000690,20,HEAVY,VSL005,PORT_02,2025-01-03 10:54:26
1025,2025-01-02 12:25:46,LOAD,TRK0002198,20,MEDIUM,VSL003,PORT_01,2025-01-21 12:01:12
1026,2025-01-02 12:26:20,DISCHARGE,EVT0000691,20,LIGHT,VSL005,PORT_01,2025-01-03 10:54:26
1027,2025-01-02 12:26:46,LOAD,EVT0004864,20,LIGHT,VSL003,PORT_01,2025-01-11 21:42:53
1028,2025-01-02 12:27:56,DISCHARGE,EVT0000692,20,HEAVY,VSL006,PORT_04,2025-01-06 15:34:45
1029,2025-01-02 12:28:01,TRUCK_RECV,TRK0001223,20,LIGHT,VSL005,PORT_02,2025-01-03 10:54:26
1030,2025-01-02 12:28:10,LOAD,EVT0000146,20,LIGHT,VSL003,PORT_01,2025-01-02 20:27:12
1031,2025-01-02 12:29:12,LOAD,EVT0000275,20,LIGHT,VSL003,PORT_01,2025-01-02 20:27:12
1032,2025-01-02 12:29:15,DISCHARGE,EVT0000693,20,MEDIUM,VSL005,PORT_01,2025-01-03 10:54:26
1033,2025-01-02 12:30:12,LOAD,CONT0004326,20,LIGHT,VSL003,PORT_01,2025-01-11 21:42:53
1034,2025-01-02 12:30:25,DISCHARGE,EVT0000694,20,LIGHT,VSL005,PORT_03,2025-01-03 10:54:26
1035,2025-01-02 12:30:38,TRUCK_DLVR,CONT0004548,20,MEDIUM,VSL013,PORT_07,2025-01-08 04:41:04
1036,2025-01-02 12:31:23,LOAD,EVT0007762,20,LIGHT,VSL003,PORT_01,2025-01-21 12:01:12
1037,2025-01-02 12:31:27,DISCHARGE,EVT0000695,20,MEDIUM,VSL005,PORT_03,2025-01-03 10:54:26
1038,2025-01-02 12:32:35,LOAD,EVT0000252,20,LIGHT,VSL003,PORT_01,2025-01-02 20:27:12
1039,2025-01-02 12:33:20,DISCHARGE,EVT0000696,20,HEAVY,VSL005,PORT_02,2025-01-03 10:54:26
1040,2025-01-02 12:33:34,LOAD,EVT0005274,20,LIGHT,VSL003,PORT_01,2025-01-11 21:42:53
1041,2025-01-02 12:34:13,DISCHARGE,EVT0000697,20,HEAVY,VSL005,PORT_01,2025-01-03 10:54:26
1042,2025-01-02 12:34:25,TRUCK_DLVR,CONT0000472,20,HEAVY,VSL003,PORT_08,2025-01-11 21:42:53
1043,2025-01-02 12:34:53,LOAD,CONT0004652,20,LIGHT,VSL003,PORT_01,2025-01-11 21:42:53
1044,2025-01-02 12:35:53,LOAD,TRK0001336,20,LIGHT,VSL003,PORT_01,2025-01-21 12:01:12
1045,2025-01-02 12:36:09,DISCHARGE,EVT0000698,20,HEAVY,VSL005,PORT_03,2025-01-03 10:54:26
1046,2025-01-02 12:36:59,LOAD,EVT0007820,20,LIGHT,VSL003,PORT_01,2025-01-21 12:01:12
1047,2025-01-02 12:37:29,DISCHARGE,EVT0000699,20,LIGHT,VSL005,PORT_06,2025-01-03 10:54:26
1048,2025-01-02 12:38:08,LOAD,EVT0007976,20,LIGHT,VSL003,PORT_01,2025-01-21 12:01:12
1049,2025-01-02 12:38:51,DISCHARGE,EVT0000700,20,LIGHT,VSL005,PORT_01,2025-01-03 10:54:26
1050,2025-01-02 12:39:18,LOAD,EVT0000341,20,LIGHT,VSL003,PORT_01,2025-01-02 20:27:12
1051,2025-01-02 12:40:16,DISCHARGE,EVT0000701,20,LIGHT,VSL005,PORT_01,2025-01-03 10:54:26
1052,2025-01-02 12:40:31,LOAD,EVT0007834,20,LIGHT,VSL003,PORT_01,2025-01-21 12:01:12
1053,2025-01-02 12:41:11,TRUCK_RECV,TRK0001741,20,MEDIUM,VSL006,PORT_06,2025-01-06 15:34:45
1054,2025-01-02 12:41:25,DISCHARGE,EVT0000702,20,LIGHT,VSL001,PORT_03,2025-01-05 16:25:49
1055,2025-01-02 12:41:33,LOAD,CONT0000670,20,LIGHT,VSL003,PORT_01,2025-01-21 12:01:12
1056,2025-01-02 12:42:36,DISCHARGE,EVT0000703,20,MEDIUM,VSL005,PORT_02,2025-01-03 10:54:26
1057,2025-01-02 12:42:38,LOAD,EVT0005120,20,LIGHT,VSL003,PORT_01,2025-01-11 21:42:53
1058,2025-01-02 12:43:47,LOAD,EVT0007912,20,LIGHT,VSL003,PORT_01,2025-01-21 12:01:12
1059,2025-01-02 12:44:25,DISCHARGE,EVT0000704,20,HEAVY,VSL006,PORT_08,2025-01-17 04:45:45
1060,2025-01-02 12:45:01,LOAD,EVT0005289,20,LIGHT,VSL003,PORT_01,2025-01-11 21:42:53
1061,2025-01-02 12:45:47,DISCHARGE,EVT0000705,20,LIGHT,VSL005,PORT_10,2025-01-03 10:54:26
1062,2025-01-02 12:46:06,LOAD,EVT0000094,20,LIGHT,VSL003,PORT_01,2025-01-02 20:27:12
1063,2025-01-02 12:46:51,DISCHARGE,EVT0000706,20,MEDIUM,VSL004,PORT_07,2025-01-19 22:26:36
1064,2025-01-02 12:47:25,LOAD,TRK0002220,20,LIGHT,VSL003,PORT_01,2025-01-21 12:01:12
1065,2025-01-02 12:48:21,DISCHARGE,EVT0000707,20,MEDIUM,VSL005,PORT_10,2025-01-03 10:54:26
1066,2025-01-02 12:48:21,LOAD,EVT0000249,20,LIGHT,VSL003,PORT_01,2025-01-02 20:27:12
1067,2025-01-02 12:49:23,LOAD,CONT0004158,20,LIGHT,VSL003,PORT_01,2025-01-21 12:01:12
1068,2025-01-02 12:49:54,DISCHARGE,EVT0000708,20,HEAVY,VSL005,PORT_02,2025-01-03 10:54:26
1069,2025-01-02 12:50:34,TRUCK_RECV,TRK0001884,20,MEDIUM,VSL001,PORT_01,2025-01-05 16:25:49
1070,2025-01-02 12:50:34,LOAD,CONT0003892,20,LIGHT,VSL003,PORT_01,2025-01-02 20:27:12
1071,2025-01-02 12:51:07,DISCHARGE,EVT0000709,20,MEDIUM,VSL005,PORT_01,2025-01-03 10:54:26
1072,2025-01-02 12:51:28,TRUCK_DLVR,CONT0003764,20,MEDIUM,VSL005,PORT_02,2025-01-17 23:49:33
1073,2025-01-02 12:51:52,LOAD,CONT0001507,20,LIGHT,VSL003,PORT_01,2025-01-02 20:27:12
1074,2025-01-02 12:52:32,DISCHARGE,EVT0000710,20,MEDIUM,VSL005,PORT_06,2025-01-03 10:54:26
1075,2025-01-02 12:52:47,LOAD,EVT0005040,20,LIGHT,VSL003,PORT_01,2025-01-11 21:42:53
1076,2025-01-02 12:54:08,DISCHARGE,EVT0000711,20,MEDIUM,VSL005,PORT_02,2025-01-03 10:54:26
1077,2025-01-02 12:54:09,LOAD,TRK0002378,20,LIGHT,VSL003,PORT_01,2025-01-11 21:42:53
1078,2025-01-02 12:54:25,TRUCK_RECV,TRK0000974,20,MEDIUM,VSL001,PORT_03,2025-01-05 16:25:49
1079,2025-01-02 12:54:57,DISCHARGE,EVT0000712,20,MEDIUM,VSL005,PORT_02,2025-01-03 10:54:26
